Person,Category,Quality,Text
A,Problem Investigation,Positive,ok to make sure this is not a printer problem we will do a copy test you have to photocopy any document and sure it's colored if the output is prefect that means the printer is good
A,Problem Resolution,Positive,great that means there's no problem on the printer we can now proceed in chechking your connection first let's reboot your modem
A,Engagement,Positive,ok now can you please try printing
A,Closure,Positive,you're welcome is there anything else that i can help you with for today mike?
A,Closure,Positive,again this is harold thank you for calling tech support you have a wonderful day
A,Greetings,Positive,good evening ??? depeartment this is alex how can i help you
A,Problem Investigation,Positive,ok what seems to be a problem sir
A,Problem Resolution,Positive,ok i'm very sorry about that just let em take down your contact information and i'll contact the lamdlord right away to get this all straightened out
A,Account Verification,Positive,ok mr.matthews can i have the best number you can be reached out and also your apartment number
A,Problem Resolution,Positive,ok mr. matthews i'm gonna pass this information on to the landlord right away and he'll be contacting you shortly
A,Closure,Positive,is there anything else i can help you with today
A,Closure,Positive,thank you have a great night
A,Greetings,Positive,good afternoon welcome to elkins builders
A,Account Verification,Positive,ok great let me get your name what's your first name please
A,Account Verification,Positive,and you're last name
A,Account Verification,Positive,thank you and may i have your call back number
A,Engagement,Positive,that's 10284563?
A,Engagement,Positive,and where is the property that you're looking for an estimate on  it's in Westchester I haven't purchased the land yet I'd like to see if I could get an estimate or haven't take a look at it before before I do
A,Engagement,Positive,okay no problem is it a good time to reach you with this number or is that an anytime
A,Problem Resolution,Positive,okay no problem I'll pass your message along and somebody should be getting back to you this afternoon
A,Closure,Positive,you're welcome and thank you for calling elkins builders
A,Greetings,Positive,ABC plumbing and heating this is Betty how can i help you today 
A,Engagement,Positive,oh I'm so sorry to hear that sir would you like me to get a hold of the plumber for you 
A,Problem Resolution,Positive,unfortunately I wouldn't be able to quote prices but I can get a hold of someone who would be able to give you a better idea I'm getting them back up throughout the entire house are you a client of ABC
A,Account Verification,Positive,okay let me get your name and number and I can patch you right through to the plumber your name sir
A,Account Verification,Positive,ok and your call back number
A,Problem Resolution,Positive,actually mr. berry I'm going to call him right now and patch you directly through to the plumber 
A,Engagement,Positive,would you stay on the line for a moment
A,Closure,Positive,you are welcome bye
A,Greetings,Positive,hi this is Stella at Cline Dale University what can I do for you today 
A,Engagement,Positive,no problem Brian what did you need to know
A,Problem Resolution,Positive,they are indeed the only classes that we offer are centered around you and your schedule whenever you find the time to settle down and check out the classes completely up to you
A,Problem Resolution,Positive,problem for the classes the way that the online classes at Cline del university usually operate are with a homework assignment - every week or so sometimes a paper other times the PowerPoint presentation it really depends on the course and also the instructor
A,Account Verification,Positive,sure bill couch is in charge of the over the phone application process if you could just give me your name and phone number I can pass you right through to him
A,Account Verification,Positive,and i also need your phone number brian
A,Problem Resolution,Positive,all right you are good to go if I can put you on hold for just a moment I'll get bill on the other line and transfer you right to him is that okay 
A,Greetings,Positive,sure thank you bye bye
A,Greetings,Positive,green lawns this is Alex can I help you
A,Account Verification,Positive,sure that's great can I have their names and phone numbers please mr. Jones
A,Problem Resolution,Positive,yes you're correct you receive one free month of lawn services for each person you refer to us so since you referred to people you'll receive two free months of service once they sign up with green lawns
A,Account Verification,Positive,is your email still Z Jones at gmail.com
A,Problem Resolution,Positive,just to send confirmation of this conversation and also as soon as your neighbors sign up with green lawns I can send you your vouchers to that email 
A,Closure,Positive,great have nice day
A,Greetings,Positive,good afternoon Mountain security services
A,Engagement,Positive,let me get your information and I'll have a security specialist give you a call and discuss your needs
A,Account Verification,Positive,first could I have your name sir
A,Account Verification,Positive,and a number where you can be reached
A,Account Verification,Positive,and could I get the address of where you would like the security system installed
A,Account Verification,Positive,and your zip code please
A,Problem Resolution,Positive,Thank You mr. sagen a security specialist will be calling you momentarily 
A,Closure,Positive,is there anything else that I can do for you today
A,Closure,Positive,ok thank you have a great day
A,Greetings,Positive,reason limited this is gina may i help you today
A,Problem Investigation,Positive,oh I'm so sorry about that if you could give me the pick up time and location we can get this settled for you
A,Problem Investigation,Positive, I totally understand and we're truly sorry I'll have someone there as soon as possible what time was the pickup
A,Problem Resolution,Positive,okay if you don't mind staying on the line for just a moment Drake is scheduled as your driver I'm going to give him the call and I'll find out his whereabouts
A,Problem Resolution,Positive,I spoke with Drake he will be there in five minutes
A,Engagement,Positive,he was stuck in traffic but he is now on First Avenue and King of Prussia and nwill be there momentarily 
